Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
40,ยำ,ยำมะเขือยาวเผากุ้งสด,กุ้ง 5-6 ตัว,มะเขือยาว 2 ลูก,มะเขือเทศหั่นเป็นชิ้น 1 ลูก,หมูสับ 2 ช้อนโต้ะ,พริกสดบด 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำตาล 2 ช้อนโต้ะ,น้ำมะนาว 2 ช้อนโต้ะ,หอมหัวใหญ่ซอย 2 หยิบมือ,ต้นหอมซอยหยาบๆ 1 ต้น,น้ำซุป 3 ช้อนโต้ะ,,,,,,,,,,,,,,,
41,ยำ,ข้าวมันส้มตำไทย,ข้าวมัน 1 ถ้วย ดู,มะละกอสับเป็นเส้น 1 ถ้วย,มะเขือเทศ 1 ลูก,น้ำมะนาว 1 ช้อนโต้ะ,กระเทียม 2 กลีบ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,พริกสดบด 1 ช้อนโต้ะ,ถั่วลิสงคั่ว 1 ช้อนโต้ะ,กุ้งแห้ง 1 ช้อนโต้ะ,ถั่วฝักยาวหั่นเป็นท่อนเล็กๆ 1 ต้น,หมูหยอง 2 ช้อนโต้ะ,,,,,,,,,,,,,,
42,ยำ,ส้มตำไข่ฟู ,เส้นมะละกอ 1 ถ้วย,มะเชือเทศหั่นเป็นชิ้น 1 ลูก,กุ้งแห้ง 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,กระเทียม 1 กลีบ,น้ำมะนาว 1 ช้อนโต้ะ,พริกสดบด 1 ช้อนโต้ะ,ถั่วฝักยาวหั่นเป็นชิ้นพอคำ 1 ต้น,ไข่ไก่ 1 ฟอง,ไข่เค็ม 1 ฟอง,น้ำมันสำหรับทอด,ผักสดทานกับส้มตำ,,,,,,,,,,,,,
43,ยำ,ส้มตำไทย,มะละกอดิบ ขูดเป็นเส้น 1 จาน,ถั่วฝักยาวหั่นเป็นท่อนๆ 3 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต๊ะ,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,น้ำมะนาว 1 ช้อนโต๊ะ,มะเขือเทศหั้นเป็นชิ้นๆ 2 ลูก,กุ้งแห้ง 1 ช้อนโต้ะ,ถั่วลิสงคั่ว 1 ช้อนโต้ะ,พริกขี้หนูสวน 5 เม็ด,กระเทียมสด 3 กลีบ,,,,,,,,,,,,,,,,
44,ยำ,ยำชะอมทอดกรอบ,ยอดชะอม 1 ถ้วย,กุ้งสด 1 ถ้วย,หอมแดงซอย 2 ช้อนโต้ะ,น้ำตาลปีบ 1 ช้อนโต้ะ,น้ำพริกเผา 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนชา,พริกสดซอย 1 ช้อนโต้ะ,ขิงซอย 1 ช้อนโต้ะ,แป้งสำหรับทอด 4 ช้อนโต้ะ,น้ำมันสำหรับทอด 1 ถ้วย,,,,,,,,,,,,,,,,
45,ยำ,ยำมะม่วง,มะม่วงแก้วดิบ สับเป็นเส้นเหมือนเส้นมะละกอ 1 จาน,กุ้งแห้งอย่างดี 1 ช้อนโต้ะ,พริกป่น 1 ช้อนโต้ะ,พริกขี้หนูสวนบด 1 ช้อนชา,กะปิ 1 ช้อนชา,น้ำมะนาว 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,คื่นฉ่าย ซอย 1 ช้อนโต้ะ,หอมแดง ซอย 2 ช้อนโต้ะ,ถั่วลิสงคั่ว 1 ช้อนโต้ะ,,,,,,,,,,,,,,,
46,ยำ,ยำไส้กรอก,ไส้กรอก หั่นพอคำ 1 ถ้วย,หอมใหญ่ ซอย 3 ช้อนโต้ะ,มะเขือ ผ่าซีก 1 ผล,ต้นหอม ซอย 1 ช้อนชา,น้ำตาล 2 ช้อนโต้ะ,น้ำปลา 2 ช้อนโต้ะ,น้ำมะนาว 2 ช้อนโต้ะ,พริกสด ซอย 1 ช้อนโต้ะ,น้ำซุป 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
47,ยำ,ไข่ทอดสามรส,ไข่ไก่ 2 ฟอง,น้ำตาล 2 ช้อนโต้ะ,กระเที่ยม บด 1 ช้อนชา,น้ำปลา 2 ช้อนโต้ะ,พริกทอด 3 เม็ด,น้ำส้มสายชู 2 ช้อนโต้ะ,เม็ดมะม่วงหิมพานต์ 2 ช้อนโต้ะ,ผักชีโรยหน้า,น้ำมันพืช สำหรับทอด,,,,,,,,,,,,,,,,,
48,ยำ,ยำหอยนางรม,หอยนางรมสด 1 ถ้วย,พริกเผา 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,น้ำตาล 1/2 ช้อนโต้ะ,ตะไคร้ซอย 2 ช้อนโต้ะ,หอมแดงซอย 2 ช้อนโต้ะ,พริกสดซอย 1 ช้อนโต้ะ,กระเทียมซอย 1/2 ช้อนโต้ะ,พริกทอด สำหรับโรยหน้า,ใบสาระแหน่สำหรับโรยหน้า,,,,,,,,,,,,,,,
49,ยำ,ยำสะนัด,หมูสับ 4 ช้อนโต้ะ,ถั่วฝักยาวหั่นเล็กๆ 5 ช้อนโต้ะ,ผักบุ้งหั่นเล็กๆ 5 ช้อนโต้ะ,หัวปลีซอย 1 ถ้วย,มะเขือพวง 1 ถ้วย,งาคั่ว 2 ช้อนโต๊ะ,กระเทียมบด 1 ช้อนโต๊ะ,ใบหอมซอย 2 ช้อนโต๊ะ,หอมแดงเจียว 1 ถ้วย,น้ำปลาร้า 1 ถ้วย,พริกแห้งเผา 7 เม็ด,ข่าหั่น 2 ช้อนโต๊ะ,หอมแดง 4 หัว,กระเทียม 2 หัว,กะปิ 1 ช้อนโต๊ะ,,,,,,,,,,,
50,ยำ,ยำวุ้นเส้น,วุ้นเส้นอบแห้งสายฝน 1 แพ็ค,น้ำปลา 2 ช้อนโต้ะ,น้ำมะนาวคั้นสด 2 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น้ำซุปกระดูก 2 ช้อนโต้ะ,ผักกะหล่ำปลีซอย 1 กำมือ,หอมหัวใหญ่ซอย 5 ช้อนโต้ะ,มะเขือเทศหั่น 3-4 ชิ้น,คืนฉ่ายซอย 2 ช้อนโต้ะ,เห็ดหูหนูสด 5-6 ดอก,หมูยอหั่นเป็นชิ้น 10-15 ชิ้น,พริกชี้ฟ้าสดบด 1 ช้อนโต้ะ,พริกชี้หนูสวนบด 1 ช้อนโต้ะ,กุ้งขาวแกะเปลือก ตัดหัว 3-4 ตัว,ปลาหมึกหั่นเป็นชิ้น 5-10 ชิ้น,หมูสับ 2 ช้อนโต้ะ,ถั่วลิสงคั่ว 1 ช้อนโต้ะ,,,,,,,,,
51,ยำ,ตำถั่วฝักยาว ,ถั่วฝักยาว หั่นเป็นท่อน 1 ถ้วย,กระเทียม บด 1 ช้อนโต้ะ,พริก บด 2 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,มะเขือเทศ หั่นชิ้น 2 ลูก,น้ำปลาร้า 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,,
52,ยำ,ยำคะน้ากุ้งสด,กุ้งสด 1 ถ้วย (แกะเปลือกกุ้งออก),หมูสับ 5 ช้อนโต้ะ,ยอดผักคะน้า หั่น 1 ต้น,หอมใหญ่ หั่น 3 ช้อนโต้ะ,มะเขือเทศ หั่น 1 ถ้วย,วุ้นเส้น 1 ถ้วย,น้ำปลา 2 ช้อนโต๊ะ,น้ำตาล 2 ช้อนโต๊ะ,น้ำมะนาว 2 ช้อนโต๊ะ,พริกสดบด 2 ช้อนโต้ะ,,,,,,,,,,,,,,,,
53,ยำ,ยำไข่ดาว,ไข่ไก่ 3 ฟอง,เนื้อหมูสับ 3 ช้อนโต้ะ,พริกขี้หนูสวนซอย 4-5 เม็ด,พริกขี้หนูสวนบด 4-5 เม็ด,คื่นช่ายซอยหยาบๆ 1 ต้น,หอมหัวใหญ่ซอย 2 ช้อนโต้ะ,แครอทซอยเป็นเส้น 2 ช้อนโต้ะ,มะเขือเทศราชินีหั่นครึ่ง 4-5 ลูก,ต้นหอมซอยท่อนยาว 1 ต้น,น้ำมะนาวคั้นสด 2 ช้อนโต้ะ,น้ำตาลปี๊บ 2 ช้อนโต้ะ,น่้าปลา 2 ช้อนโต้ะ,น้ำมันสำหรับทอดไข่,,,,,,,,,,,,,
54,ยำ,ส้มตำเต้าหู้กรอบ,เต้าหู้แผ่น หั่นเป็นท่อนสี่เหลี่ยมพอคำ 6 ก้อน,มะละกอ สับเป็นเส้น 1 ถ้วย,แดรอท สับเป็นเส้น ครึ่ง ถ้วย,ถั่วฝักยาว หั่นเป็นท่อนพอคำ 3 ช้อนโต้ะ,มะเขือเทศ หั่นเป็นชิัน 1 ลูก,กระเทียมบด 1 ช้อนชา,พริกบด 1 ช้อนโต้ะ,น้ำปลา 1 ช้อนโต้ะ,น้ำตาลปี๊บ 1 ช้อนโต้ะ,น้ำมะนาว 1 ช้อนโต้ะ,กุ้งแห้ง 1 ช้อนโต้ะ,ถั่วลิสงทิด 2 ช้อนโต้ะ,น้ำมันพืช สำหรับทอด,,,,,,,,,,,,,
55,ยำ,ยำไข่เจียวน้ำพริกเผา,ไข่ไก่ 2 ฟอง,เนื้อหมูสับ 2 ช้อนโต้ะ,ซอสถั่วเหลือง 1 ช้อนโต้ะ,น้ำปลาสำหรับทอดไข่ 1 ช้อนโต้ะ,กระเทียมดอง นำมาฝ่าซีกตามยาว 1 หัว,กุ้งแห้ง 2 ช้อนโต๊ะ,น้ำพริกเผา 1 ช้อนโต๊ะ,มะนาว หั่นเป็นเต๋าติดผิว 1 ช้อนชา,น้ำตาลปี๊บ 1 ช้อนโต๊ะ,น้ำปลาสำหรับปรุงน้ำยำ 1 ช้อนโต๊ะ,น้ำมะนาว 1 ช้อนโต๊ะ,พริกขี้หนูสวนซอย 1 ช้อนโต้ะ,ผักชี ซอย 1 ช้อนชา,ถั่วลิงสงคั่ว 2 ช้อนโต้ะ,แป้งข้าวโพด 1 ช้อนชา,น้ำมันพืช สำหรับทอดไข่,,,,,,,,,,
56,ยำ,พล่ากุ้ง,กุ้งขาวตัวใหญ่ๆ 10-15 ตัว เอาหัวออก แกะเปลือก ผ่าหลัง,ต้นตะไคร้ซอย 1 ต้น,หอมหัวแดงซอย 2 หัว,ใบมะกรูดซอย 3 ใบ,ต้นหอมซอย 1 ต้น,ใบสะระแหน่ 1 หยิบมือ,น้ำพริกเผา 2 ช้อนโต๊ะ,น้ำตาลปี๊บ 1ช้อนโต๊ะ,น้ำปลา 2 ช้อนโต๊ะ,น้ำมะนาวสด 2 ช้อนโต๊ะ,พริกขี้หนูสวนซอย 5 เม็ด ประมาณ 2 ช้อนโต้ะ,,,,,,,,,,,,,,,
57,ยำ,ยำหมูยอ,หมูเนื้อแดง 1 กิโล,มันหมูแข็ง ครึ่ง กิโล,น้ำแข็งป่น 1 กิโล,เกลือ 1 ช้อนชา,พริกไทย 1 ช้อนโต้ะ,ฟอสเฟต  1 ช้อนชา,น้ำเปล่า 1 ช้อนโต้ะ,ซอสปรุงรส 2 ช้อนโต้ะ,แป้งมัน 1 ช้อนโต้ะ,,,,,,,,,,,,,,,,,
58,ยำ,ลาบหมู,เนื้อหมูสับ 1 จาน,หนังหมูลวกหั่นเป็นเส้น 1/2 จาน,ตับหมูสดหั่นเป็นชิ้น 5-6 ชิ้น,ใบสาระแหน่ 2-3 ใบ,น้ำมะนาว 1 ช้อนโต๊ะ,น้ำปลา 1 ช้อนโต๊ะ,ข้าวคั่ว 1 ช้อนโต๊ะ,พริกป่น 1 ช้อนโต้ะ,ผักชีฝรั่งซอย 1 ช้อนโต๊ะ,หอมแดงซอย 1 หัว,ใบมะกรูด 2-3ใบ,ตะไคร้หั่นเป็นท่อน 1 ต้น,,,,,,,,,,,,,,
59,ยำ,ปลาช่อนลุยสวน,ปลาช่อนนา 1 ตัว เลือกขนาด 700 กรัม หรือ 7 ขีด,พริกขี้หนูสวนซอย 2 ช้อนโต๊ะ,น้ำมะนาว 2 ช้อนโต๊ะ,น้ำตาลปัี๊บ 2 ช้อนโต๊ะ,น้ำปลา 2 ช้อนโต๊ะ,ผักชีฝรั่ง หั่นฝอย 2 ช้อนโต้ะ,ขิงอ่อนซอยเป็นเส้น 3 ช้อนโต้ะ,ผักชี หั่นซอย 2 ช้อนโต้ะ,ใบสาระแหน่ 4-5 ใบ,ตะไคร้ ซอย 1 ต้น,หอมหัวแดงซอย 2 หัว,มะนาว หั่นเป็นลูกเต๋า 1 ลูก,ถั่วลิงสงคั่ว 2 ช้อนโต้ะ,น้ำมันพิชสำหรับทอดปลา,น้ำพริกเผา 1 ช้อนชา,แป้งข้าวโพด 3 ช้อนโต้ะ,พริกแห้งทอด,ผักต่างๆที่ทานคู่กับปลาช่อนทอดตามใจชอย เช่น ผัดกาดขาว ผักชีฝรั่ง ต้นหอม ผักชีฝรั่ง,,,,,,,,
